names,colors,condition,model,instrument,trial,stimulus
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-implausible,gpt-5-low,ball,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Knowledge-implausible, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-implausible,gpt-5-low,ball,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Knowledge-implausible, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-implausible,gpt-5-low,ball,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Knowledge-implausible, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-implausible,gpt-5-low,ball,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Knowledge-implausible, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-implausible,gpt-5-low,ball,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Knowledge-implausible, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,violin,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Ignorance, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,violin,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Ignorance, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,violin,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Ignorance, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,violin,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Ignorance, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,violin,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Ignorance, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,flute,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Ignorance, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,flute,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Ignorance, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,flute,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Ignorance, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,flute,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Ignorance, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,flute,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Ignorance, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,ball,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Ignorance, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,ball,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Ignorance, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,ball,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Ignorance, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,ball,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Ignorance, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Ignorance,gpt-5-medium,ball,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Ignorance, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,violin,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Knowledge-plausible, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,violin,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Knowledge-plausible, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,violin,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Knowledge-plausible, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,violin,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Knowledge-plausible, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,violin,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Knowledge-plausible, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,flute,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Knowledge-plausible, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,flute,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Knowledge-plausible, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,flute,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Knowledge-plausible, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,flute,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Knowledge-plausible, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,flute,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Knowledge-plausible, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,ball,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Knowledge-plausible, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,ball,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Knowledge-plausible, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,ball,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Knowledge-plausible, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,ball,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Knowledge-plausible, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-plausible,gpt-5-medium,ball,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Knowledge-plausible, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,violin,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Knowledge-implausible, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,violin,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Knowledge-implausible, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,violin,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Knowledge-implausible, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,violin,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Knowledge-implausible, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,violin,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=violin, condition=Knowledge-implausible, images=first-violin-blue-purple-red-green.jpg + second-violin-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,flute,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Knowledge-implausible, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,flute,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Knowledge-implausible, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,flute,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Knowledge-implausible, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,flute,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Knowledge-implausible, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,flute,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=flute, condition=Knowledge-implausible, images=first-flute-blue-purple-red-green.jpg + second-flute-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,ball,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Knowledge-implausible, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,ball,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Knowledge-implausible, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,ball,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Knowledge-implausible, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,ball,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Knowledge-implausible, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('blue', 'purple', 'red', 'green')",Knowledge-implausible,gpt-5-medium,ball,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('blue', 'purple', 'red', 'green'), instrument=ball, condition=Knowledge-implausible, images=first-ball-blue-purple-red-green.jpg + second-ball-blue-purple-red-green.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,violin,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Ignorance, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,violin,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Ignorance, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,violin,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Ignorance, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,violin,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Ignorance, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,violin,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Ignorance, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,flute,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=flute, condition=Ignorance, images=first-flute-green-red-blue-purple.jpg + second-flute-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,flute,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=flute, condition=Ignorance, images=first-flute-green-red-blue-purple.jpg + second-flute-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,flute,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=flute, condition=Ignorance, images=first-flute-green-red-blue-purple.jpg + second-flute-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,flute,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=flute, condition=Ignorance, images=first-flute-green-red-blue-purple.jpg + second-flute-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,flute,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=flute, condition=Ignorance, images=first-flute-green-red-blue-purple.jpg + second-flute-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,ball,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Ignorance, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,ball,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Ignorance, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,ball,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Ignorance, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,ball,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Ignorance, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Ignorance,gpt-5-medium,ball,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Ignorance, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,violin,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Knowledge-plausible, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,violin,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Knowledge-plausible, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,violin,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Knowledge-plausible, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,violin,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Knowledge-plausible, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,violin,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Knowledge-plausible, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,flute,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=flute, condition=Knowledge-plausible, images=first-flute-green-red-blue-purple.jpg + second-flute-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,flute,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=flute, condition=Knowledge-plausible, images=first-flute-green-red-blue-purple.jpg + second-flute-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,flute,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=flute, condition=Knowledge-plausible, images=first-flute-green-red-blue-purple.jpg + second-flute-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,flute,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=flute, condition=Knowledge-plausible, images=first-flute-green-red-blue-purple.jpg + second-flute-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,flute,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=flute, condition=Knowledge-plausible, images=first-flute-green-red-blue-purple.jpg + second-flute-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,ball,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Knowledge-plausible, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,ball,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Knowledge-plausible, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,ball,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Knowledge-plausible, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,ball,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Knowledge-plausible, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-plausible,gpt-5-medium,ball,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=ball, condition=Knowledge-plausible, images=first-ball-green-red-blue-purple.jpg + second-ball-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-implausible,gpt-5-medium,violin,0,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Knowledge-implausible, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-implausible,gpt-5-medium,violin,1,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Knowledge-implausible, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-implausible,gpt-5-medium,violin,2,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Knowledge-implausible, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-implausible,gpt-5-medium,violin,3,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Knowledge-implausible, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
"('Vicki', 'Denise')","('green', 'red', 'blue', 'purple')",Knowledge-implausible,gpt-5-medium,violin,4,"[IMAGE STIMULUS] names=('Vicki', 'Denise'), colors=('green', 'red', 'blue', 'purple'), instrument=violin, condition=Knowledge-implausible, images=first-violin-green-red-blue-purple.jpg + second-violin-green-red-blue-purple.jpg"
